drug_name_lower,currently_resolves_to_bucket,bucket_generic_name,trials_referencing_this_name
& cyclophosphamide,cyclophosphamide,cyclophosphamide,1
(((s)-1-carboxy-5-(6-fluoronicotinamido)pentyl)carbamoyl)-l-glutamic acid,[18f]-dcfpyl ligand,[18F]-DCFPyl Ligand,0
((18)f)fdopa,fluorodopa,fluorodopa,0
(+-)-bupivacaine,bupivacaine liposome,bupivacaine liposome,0
(+-)-mebeverine,mebeverine,mebeverine,0
(+-)-selenomethionine,selenomethionine,Selenomethionine,0
(+/-)-bupivacaine,bupivacaine liposome,bupivacaine liposome,0
(-)-paclitaxel,trastuzumab-qyyp,trastuzumab-qyyp,0
(177lu)lu-psma i&t,lutetium lu 177 jh020002,Lutetium Lu 177 JH020002,0
(177lutetium-dota(0)tyr3)octreotate,lutetium lu 177 dotatate,lutetium lu 177 dotatate,0
(18f)-2-fluoro-2-deoxy-d-glucose,fludeoxyglucose f-18,fludeoxyglucose f-18,0
(18f)dcfpyl,[18f]-dcfpyl ligand,[18F]-DCFPyl Ligand,0
(18f)facbc,fluorocholine,Fluorocholine,0
(18f)fdopa,fluorodopa,fluorodopa,0
(18f)fluoromethylcholine,fluorocholine,Fluorocholine,0
(18f)ge-148,fluorocholine,Fluorocholine,0
"(1r,3r)-1-amino-3(18f)fluorocyclobutane-1-carboxylic acid",fluorocholine,Fluorocholine,0
"(1s,2s,3r,4s,7r,9s,10s,12r,15s)-4-(acetyloxy)-15-{[(2r,3s)-3-{[(tert-butoxy)carbonyl]amino}-2-hydroxy-3-phenylpropanoyl]oxy}-1,9,12-trihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.0^{3,10}.0^{4,7}]heptadec-13-en-2-yl benzoate",trastuzumab-qyyp,trastuzumab-qyyp,0
"(1s,3s)-3,5,12-trihydroxy-3-(hydroxyacetyl)-10-methoxy-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-1-yl 3-amino-4-o-benzyl-2,3,6-trideoxy-alpha-l-lyxo-hexopyranoside",rta 744,RTA 744,0
"(2r,3r,4s,5r)-2-amino-3,4,5,6-tetrahydroxyhexanal hydrochloride",glucosamine hydrochloride,Glucosamine Hydrochloride,0
(2s)-2-((((1s)-1-carboxy-5-((6-(1?f)fluoropyridin-3-yl)formamido)pentyl)carbamoyl)amino)pentanedioic acid,[18f]-dcfpyl ligand,[18F]-DCFPyl Ligand,0
(2s)-2-[[(1s)-1-carboxy-5-[(6-fluoropyridine-3-carbonyl)amino]pentyl]carbamoylamino]pentanedioic acid,[18f]-dcfpyl ligand,[18F]-DCFPyl Ligand,0
"(2s)-2-amino-3-[2-((18)f)fluoro-4,5-dihydroxyphenyl]propanoic acid",fluorodopa,fluorodopa,0
(2s)-2-amino-4-(methylselanyl)butanoic acid,l-selenomethionine,L-selenomethionine,0
(2s)-2-amino-4-(methylseleno)butanoic acid,l-selenomethionine,L-selenomethionine,0
(2s)-2-amino-4-methylselanyl-butanoic acid,l-selenomethionine,L-selenomethionine,0
(2s)-2-amino-4-methylselanylbutanoic acid,l-selenomethionine,L-selenomethionine,0
(2s)-2-aminopentanedioic acid,glutamic acid,glutamic acid,0
(2s)-2-azaniumyl-4-methylselanylbutanoate,l-selenomethionine,L-selenomethionine,0
"(3r,4r,5s,6r)-3-amino-6-(hydroxymethyl)oxane-2,4,5-triol hydrochloride",glucosamine hydrochloride,Glucosamine Hydrochloride,0
(68)ga-labeled glu-urea-lys(ahx)-hbed-cc,[68ga]ga-psma,[68Ga]Ga-PSMA,0
(68)ga-psma,[68ga]ga-psma,[68Ga]Ga-PSMA,0
(68)ga-psma ligand glu-urea-lys(ahx)-hbed-cc,[68ga]ga-psma,[68Ga]Ga-PSMA,0
(68)gallium-psma ligand glu-urea-lys(ahx)-hbed-cc,[68ga]ga-psma,[68Ga]Ga-PSMA,0
(68ga) prostate-specific membrane antigen 11,[68ga]ga-psma,[68Ga]Ga-PSMA,0
(68ga)gapsma-11,[68ga]ga-psma,[68Ga]Ga-PSMA,0
(68ga)glu-urea-lys(ahx)-hbed-cc,[68ga]ga-psma,[68Ga]Ga-PSMA,0
"(7s,9s)-7-[(2r,4s,5s,6s)-4-amino-5-benzyloxy-6-methyl-tetrahydropyran-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7h-tetracene-5,12-dione",rta 744,RTA 744,0
"(7s,9s)-7-[(2r,4s,5s,6s)-4-amino-6-methyl-5-phenylmethoxyoxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7h-tetracene-5,12-dione",rta 744,RTA 744,0
"(7s,9s)-7-[(2r,4s,5s,6s)-4-amino-6-methyl-5-phenylmethoxyoxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7h-tetracene-5,12-dione;hydrochloride",rta 744,RTA 744,0
"(8s,10s)-10-(((2r,4s,5s,6s)-4-amino-5-(benzyloxy)-6-methyltetrahydro-2h-pyran-2-yl)oxy)-6,8,11-trihydroxy-8-(2-hydroxyacetyl)-1-methoxy-7,8,9,10-tetrahydrotetracene-5,12-dione hydrochloride",rta 744,RTA 744,0
"(8s,10s)-10-(((2r,4s,5s,6s)-4-amino-5-(benzyloxy)-6-methyltetrahydro-2h-pyran-2-yl)oxy)-8-glycoloyl-6,8,11-trihydroxy-1-methoxy-7,8,9,10-tetrahydrotetracene-5,12-dione hydrochloride",rta 744,RTA 744,0
"(8s,10s)-10-((3-amino-4-o-benzyl-2,3,6-trideoxy-a-l-lyxo-hexopyranosyl)oxy)-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-7,8,9,10-tetrahydrotetracene-5,12-dione",rta 744,RTA 744,0
"(8s,10s)-10-((3-amino-4-o-benzyl-2,3,6-trideoxy-alpha-l-lyxo-hexopyranosyl)oxy)-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-7,8,9,10-tetrahydrotetracene-5,12-dione hydrochloride",rta 744,RTA 744,0
(aminooxy)methane,methoxyamine,Methoxyamine,0
(aminooxy)methane hydrochloride,methoxyamine,Methoxyamine,0
(capecitabine,trastuzumab-qyyp,trastuzumab-qyyp,1
(carboplatin,trastuzumab-qyyp,trastuzumab-qyyp,1
(fluoromethyl)(2-hydroxyethyl)dimethylazanium,fluorocholine,Fluorocholine,0
(mbil21)-expanded haploidentical nk cells,...,...,0
(osimertinib cohort,trastuzumab-qyyp,trastuzumab-qyyp,1
(s)-(+)-glutamic acid,glutamic acid,glutamic acid,0
"(s)-2-amino-3-(2-(fluoro-18f)-4,5-dihydroxyphenyl)propanoic acid",fluorodopa,fluorodopa,0
(s)-2-amino-4-(methylselanyl)butanoic acid,selenomethionine,Selenomethionine,0
(s)-2-amino-4-(methylseleno)butanoic acid,selenomethionine,Selenomethionine,0
(s)-2-amino-4-(methylseleno)butyric acid,selenomethionine,Selenomethionine,0
(s)-2-aminopentanedioic acid,glutamic acid,glutamic acid,0
(s)-glutamic acid,glutamic acid,glutamic acid,0
"(±)-2-fluoro-α-methyl-(1,1'-biphenyl)-4-acetic acid",flurbiprofen,flurbiprofen,0
***0007,...,...,0
-pitants,...,...,0
-zomib (inn stem),...,...,0
...,...,...,0
0.125% bupivicaine,bupivacaine liposome,bupivacaine liposome,1
0.25 % bupivacaine (,bupivacaine liposome,bupivacaine liposome,1
0.25% hydrochloride bupivacaine,bupivacaine liposome,bupivacaine liposome,1
0.5% marcaine,bupivacaine liposome,bupivacaine liposome,1
0.5% plain marcaine,bupivacaine liposome,bupivacaine liposome,1
0.50% hydrochloride bupivacaine,bupivacaine liposome,bupivacaine liposome,1
0.5gy x 12-18f,...,...,0
0.67% bupivacaine liposome,bupivacaine liposome,bupivacaine liposome,1
05105_fluka,activated charcoal,Activated Charcoal,0
05110_fluka,activated charcoal,Activated Charcoal,0
05112_fluka,activated charcoal,Activated Charcoal,0
05113_fluka,activated charcoal,Activated Charcoal,0
05120_fluka,activated charcoal,Activated Charcoal,0
05123_fluka,activated charcoal,Activated Charcoal,0
0x5a3c04id,zio-201-t,ZIO-201-T,0
0xaliplatin,trastuzumab-qyyp,trastuzumab-qyyp,1
0z5b2cjx4d,fludeoxyglucose f-18,fludeoxyglucose f-18,0
1 cycle of pembrolizumab,pembrolizumab and berahyaluronidase alfa-pmph,pembrolizumab and berahyaluronidase alfa-pmph,1
1% chlorhexidine gluconate,chlorhexidine gluconate,chlorhexidine gluconate,1
"1,1'-hexamethylenebis(5-(p-chlorophenyl)biguanide) gluconate",chlorhexidine gluconate,chlorhexidine gluconate,0
"1,2,3-trinitroxypropane",nitroglycerin,nitroglycerin,0
"1,2,3-tris(nitrooxy)propane",nitroglycerin,nitroglycerin,0
"1,4-bis(2-(2-hydroxyethylamino)ethyl)amino)-5,8-dihydroxyanthraquinone",mitoxantrone,mitoxantrone,0
"1,4-dihydro-1,4-dioxo-2-methylnaphthalene",menadione,menadione,0
"1,4-dihydroxy-5,8-bis((2-((2-hydroxyethyl)amino)ethyl)amino)-9,10-anthracenedione",mitoxantrone,mitoxantrone,0
"1,4-dihydroxy-5,8-bis((2-((2-hydroxyethyl)amino)ethyl)amino)-9,10-dihydroanthracene-9,10-dione",mitoxantrone,mitoxantrone,0
"1,4-dihydroxy-5,8-bis({2-[(2-hydroxyethyl)amino]ethyl}amino)-9,10-anthracenedione",mitoxantrone,mitoxantrone,0
"1,4-dihydroxy-5,8-bis({2-[(2-hydroxyethyl)amino]ethyl}amino)-9,10-dihydroanthracene-9,10-dione",mitoxantrone,mitoxantrone,0
"1,4-dihydroxy-5,8-bis[[2-[(2-hydroxyethyl)amino]ethyl]amino]-9,10-anthracenedione",mitoxantrone,mitoxantrone,0
"1,6-bis(5-(p-chlorophenyl)biguandino)hexane digluconate",chlorhexidine gluconate,chlorhexidine gluconate,0
1-((4-chlorophenyl)phenylmethyl)-4-((3-methylphenyl)methyl)piperazine,meclizine,Meclizine,0
1-(1-phenylcyclohexyl)piperidine,pcb,pcb,0
"1-(2-oxo-4-amino-1,2-dihydropyrimidin-1-yl)-2-deoxy-2,2-difluororibose, hydrochloride",trastuzumab-qyyp,trastuzumab-qyyp,0
"1-(4-(1,1-dimethylethyl)phenyl)-4-(4-(diphenylmethoxy)piperidin-1-yl)butan-1-one",ebastine,Ebastine,0
1-(4-tert-butylphenyl)-4-[4-(diphenylmethoxy)piperidin-1-yl]butan-1-one,ebastine,Ebastine,0
1-(p-chloro-alpha-phenylbenzyl)-4-(m-methylbenzyl)piperazine,meclizine,Meclizine,0
1-(p-chlorobenzhydryl)-4-(m-methylbenzyl)diethylenediamine,meclizine,Meclizine,0
1-(phenyl-1-cyclohexyl)piperidine,pcb,pcb,0
1-7f9,...,...,0
1-[(4-chlorophenyl)(phenyl)methyl]-4-[(3-methylphenyl)methyl]piperazine,meclizine,Meclizine,0
1-[(4-chlorophenyl)-phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine,meclizine,Meclizine,0
"1-[4-(1,1-dimethylethyl)phenyl]-4-[4-(diphenylmethoxy)-1-piperidinyl]-1-butanone",ebastine,Ebastine,0
1-amino-3-(18f)fluoranylcyclobutane-1-carboxylic acid,fluorocholine,Fluorocholine,0
"1-aminopropane-1,3- dicarboxylic acid",glutamic acid,glutamic acid,0
"1-aminopropane-1,3-dicarboxylic acid",glutamic acid,glutamic acid,0
1-beta-d-arabinofuranosylcytosine,cytarabine liposome,cytarabine liposome,0
"1-butyl-2',6'-pipecoloxylidide",bupivacaine liposome,bupivacaine liposome,0
"1-butyl-n-(2,6-dimethylphenyl)-2-piperidinecarboxamide",bupivacaine liposome,bupivacaine liposome,0
"1-butyl-n-(2,6-dimethylphenyl)-piperidine-2-carboxamide",bupivacaine liposome,bupivacaine liposome,0
"1-butyl-n-(2,6-dimethylphenyl)piperidine-2-carboxamide",bupivacaine liposome,bupivacaine liposome,0
101239-80-9,activated charcoal,Activated Charcoal,0
10605-21-7,carbendazim,carbendazim,0
106907-70-4,activated charcoal,Activated Charcoal,0
1070409-31-2,zio-201-t,ZIO-201-T,0
109766-76-9,activated charcoal,Activated Charcoal,0
11-dehydro-17-hydroxycorticosterone acetate,cortisone acetate,cortisone acetate,0
11-dehydro-17-hydroxycorticosterone-21-acetate,cortisone acetate,cortisone acetate,0
111in-labeled dcs,not applicable,Not applicable,0
114680-00-1,activated charcoal,Activated Charcoal,0
114977-28-5,trastuzumab-qyyp,trastuzumab-qyyp,0
115344-49-5,activated charcoal,Activated Charcoal,0
116788-82-0,activated charcoal,Activated Charcoal,0
117lu-j591,lutetium lu 177 jh020002,Lutetium Lu 177 JH020002,1
12 cycles of oxaliplatine based adjuvant chemotherapy,trastuzumab-qyyp,trastuzumab-qyyp,1
12-day production of car-t cells,...,...,0
12-day production of cryopreserved car-t cells,...,...,0
12-peptide melanoma vaccines,...,...,0
1207181-29-0,[18f]-dcfpyl ligand,[18F]-DCFPyl Ligand,0
122111-03-9,trastuzumab-qyyp,trastuzumab-qyyp,0
123nl car-t,...,...,0
12424-49-6,activated charcoal,Activated Charcoal,0
124760-06-1,activated charcoal,Activated Charcoal,0
124i-humanized 3f8,...,...,1
12751-41-6,activated charcoal,Activated Charcoal,0
12768-98-8,activated charcoal,Activated Charcoal,0
12789-22-9,activated charcoal,Activated Charcoal,0
12x rituximab,trastuzumab-qyyp,trastuzumab-qyyp,1
130960-03-1,activated charcoal,Activated Charcoal,0
131640-45-4,activated charcoal,Activated Charcoal,0
133136-50-2,activated charcoal,Activated Charcoal,0
1423758-00-2,[18f]-dcfpyl ligand,[18F]-DCFPyl Ligand,0
1464-42-2,l-selenomethionine,L-selenomethionine,0
147-94-4,cytarabine liposome,cytarabine liposome,0
14g2a,...,...,0
15 dual-regulated oncolytic hsv-1,...,...,0
15.21.gpc3-car t cells,...,...,0
"17,21-dihydroxypregn-4-ene-3,11,20-trione 21-acetate",cortisone acetate,cortisone acetate,0
"17-hydroxy-3,11,20-trioxopregn-4-en-21-yl acetate",cortisone acetate,cortisone acetate,0
177 lu-dota-tate,lutetium lu 177 dotatate,lutetium lu 177 dotatate,0
177 lu-dota-tyr3-octreotate,lutetium lu 177 dotatate,lutetium lu 177 dotatate,0
177 lutetium prostate-specific membrane antigen 617,lutetium lu 177 jh020002,Lutetium Lu 177 JH020002,1
177lu dotatate,lutetium lu 177 dotatate,lutetium lu 177 dotatate,0
177lu htk03170,lutetium lu 177 jh020002,Lutetium Lu 177 JH020002,1
177lu-ctr-fapi therapy,lutetium lu 177 dotatate,lutetium lu 177 dotatate,0
177lu-dansyl-psma radioligand therapy,...,...,0
177lu-dota-tate,lutetium lu 177 dotatate,lutetium lu 177 dotatate,1
177lu-dota-tyr3-octreotate,lutetium lu 177 dotatate,lutetium lu 177 dotatate,0
177lu-dota0-tyr3-octreotate,lutetium lu 177 dotatate,lutetium lu 177 dotatate,2
177lu-dotatate,lutetium lu 177 dotatate,lutetium lu 177 dotatate,3
177lu-dotatate (7.4 gigabecquerel,lutetium lu 177 dotatate,lutetium lu 177 dotatate,0
177lu-labeled psma-617,lutetium lu 177 jh020002,Lutetium Lu 177 JH020002,0
177lu-labelled somatostatin analog peptide,lutetium lu 177 dotatate,lutetium lu 177 dotatate,0
177lu-octreotate,lutetium lu 177 dotatate,lutetium lu 177 dotatate,1
177lu-pmsa-617,lutetium lu 177 jh020002,Lutetium Lu 177 JH020002,1
177lu-psma rlt,...,...,0
177lu-psma-0057,lutetium lu 177 jh020002,Lutetium Lu 177 JH020002,1
"17a,21-dihydroxy-4-pregnene-3,11,20-trione 21-acetate",cortisone acetate,cortisone acetate,0
"17alpha,21-dihydroxypregn-4-ene-3,11,20-trione acetate",cortisone acetate,cortisone acetate,0
17b-estradiol,estradiol,estradiol,0
"17α,21-dihydroxypregn-4-ene-3,11,20-trione 21-acetate",cortisone acetate,cortisone acetate,0
17β estradiol hemihydrate,estradiol,estradiol,0
17β-acetoxy-17α-ethinyl-4-estren-3-one,norethisterone acetate,norethisterone acetate,0
17β-estradiol,estradiol,estradiol,0
17β-oestradiol,estradiol,estradiol,0
18-fdg,fludeoxyglucose f-18,fludeoxyglucose f-18,0
18-fdopa,fluorodopa,fluorodopa,0
18.f-6-l-fluorodopa,fluorodopa,fluorodopa,0
18472-51-0,chlorhexidine gluconate,chlorhexidine gluconate,0
18f fluciclovine,fluorocholine,Fluorocholine,4
18f fluorocholine,fluorocholine,Fluorocholine,0
18f- fluorodopa,fluorodopa,fluorodopa,0
18f-2-fluoro-2-deoxy-d-glucose,fludeoxyglucose f-18,fludeoxyglucose f-18,0
18f-dcfpyl (pylarify),...,...,0
18f-dopa,fluorodopa,fluorodopa,0
18f-facbc,fluorocholine,Fluorocholine,1
18f-facbc radiotracer,fluorocholine,Fluorocholine,0
18f-fapi,...,...,0
18f-fapi pet/ct,...,...,0
18f-fapi-74,...,...,1
18f-fapibiotin,...,...,0
18f-fau,...,...,0
18f-fbau,...,...,0
18f-fcau,...,...,0
18f-fch,fluorocholine,Fluorocholine,1
18f-fdg (fludeoxyglucose),...,...,0
18f-feau,...,...,0
18f-fetrp,...,...,0
18f-ffau,...,...,0
18f-fiau,...,...,0
18f-fibroblast activation protein inhibitor,...,...,0
18f-fluciclovine pet ct,fluorocholine,Fluorocholine,2
18f-fluciclovine pet scan,fluorocholine,Fluorocholine,1
18f-fluorocholine,fluorocholine,Fluorocholine,3
18f-fluorodeoxyglucose,fludeoxyglucose f-18,fludeoxyglucose f-18,0
18f-flurodeoxyglucose,fludeoxyglucose f-18,fludeoxyglucose f-18,0
18f-fmau,...,...,1
18f-ftma,...,...,0
18f-ftpp,...,...,0
18f-labeled positron emission tomography diagnostic agent,...,...,0
18f-parpi-fl,...,...,0
18f-pi-2620,...,...,0
18f-psma-1007,...,...,3
19(t2)28z1xx chimeric antigen receptor (car) t cells,...,...,0
19-norethisterone acetate,norethisterone acetate,norethisterone acetate,0
19-t cells,...,...,0
192228zt2,...,...,0
1928z-41bbl car t cells,...,...,0
1928z1xx car t cells,...,...,0
1b8447e7yi,clomiphene citrate,clomiphene citrate,0
1capecitabine,trastuzumab-qyyp,trastuzumab-qyyp,1
"1h-benzimidazole-2-carbamic acid, methyl ester",carbendazim,carbendazim,0
2 cycle hdm,unknown,Unknown,0
2 cycles of bortezomib,velcade thalidomide dexamethasone,Velcade Thalidomide Dexamethasone,0
2 cycles of pd-1 monoclonal antibody,...,...,0
2 cycles of pembrolizumab,pembrolizumab and berahyaluronidase alfa-pmph,pembrolizumab and berahyaluronidase alfa-pmph,1
2 dose vaccination over 6 month,...,...,0
"2',2'-difluorodeoxycytidine monohydrochloride",trastuzumab-qyyp,trastuzumab-qyyp,0
"2',6'-pipecoloxylidide, 1-butyl-",bupivacaine liposome,bupivacaine liposome,0
"2'-deoxy-2',2'-difluorocytidine hydrochloride",trastuzumab-qyyp,trastuzumab-qyyp,0
"2'-deoxy-2',2'-difluorocytidine monohydrochloride",trastuzumab-qyyp,trastuzumab-qyyp,0
"2'deoxy-2',2'-difluorocytidine, hydrochloride",trastuzumab-qyyp,trastuzumab-qyyp,0
2-((18)f)fluoro-5-hydroxy-l-tyrosine,fluorodopa,fluorodopa,0
2-(18f)fluoro-2-deoxy-d-glucose,fludeoxyglucose f-18,fludeoxyglucose f-18,0
2-(3-(1-carboxy-5-((6-((18)f)fluoro-pyridine-3-carbonyl)-amino)-pentyl)-ureido)-pentanedioic acid,[18f]-dcfpyl ligand,[18F]-DCFPyl Ligand,0
2-(3-(1-carboxy-5-((6-(18f)fluoro-pyridine-3-carbonyl)-amino)-pentyl)-ureido)-pentanedioic acid,[18f]-dcfpyl ligand,[18F]-DCFPyl Ligand,0
2-(3-(1-carboxy-5-((6-fluoro-pyridine-3-carbonyl)-amino)-pentyl)-ureido)-pentanedioic acid,[18f]-dcfpyl ligand,[18F]-DCFPyl Ligand,0
"2-(4-(2-chloro-1,2-diphenylvinyl)phenoxy)-n,n-diethylethylamine monocitrate",clomiphene citrate,clomiphene citrate,0
2-(fluoro-(18)f)-5-hydroxy-l-tyrosine,fluorodopa,fluorodopa,0
2-(fluoro-18f)-2-deoxy-alpha-glucopyranose,fludeoxyglucose f-18,fludeoxyglucose f-18,0
2-(fluoro-18f)-5-hydroxy-l-tyrosine,fluorodopa,fluorodopa,0
2-(fluoro-18f)-l-dopa,fluorodopa,fluorodopa,0
2-(methoxycarbonylamino)benzimidazole,carbendazim,carbendazim,0
"2-(p-(2-chloro-1,2-diphenylvinyl)phenoxy)triethylamine citrate",clomiphene citrate,clomiphene citrate,0
"2-(p-(2-chloro-1,2-diphenylvinyl)phenoxy)triethylamine citrate (1:1)",clomiphene citrate,clomiphene citrate,0
"2-amino-2-(hydroxymethyl)propane-1,2-diol n,n'-bis(2-chloroethyl)phosphorodiamidate (salt)",zio-201-t,ZIO-201-T,0
"2-amino-2-(hydroxymethyl)propane-1,3-diol;bis(2-chloroethylamino)phosphinic acid",zio-201-t,ZIO-201-T,0
2-amino-2-deoxy-beta-d-glucopyranose,glucosamine hydrochloride,Glucosamine Hydrochloride,0
2-amino-2-deoxy-beta-d-glucopyranose hydrochloride,glucosamine hydrochloride,Glucosamine Hydrochloride,0
2-amino-2-deoxy-d-glucose hydrochloride,glucosamine hydrochloride,Glucosamine Hydrochloride,0
2-amino-2-deoxy-d-glucosehydrochloride,glucosamine hydrochloride,Glucosamine Hydrochloride,0
2-amino-4-(methylselanyl)butanoic acid,selenomethionine,Selenomethionine,0
2-amino-4-(methylseleno)butyric acid,selenomethionine,Selenomethionine,0
2-amino-4-methylselanylbutanoic acid,selenomethionine,Selenomethionine,0
2-amino-d-glucose,glucosamine hydrochloride,Glucosamine Hydrochloride,0
2-aminoglutaric acid,glutamic acid,glutamic acid,0
2-aminopentanedioic acid,glutamic acid,glutamic acid,0
"2-aminopentanedioic acid, (s)- (chemid)",glutamic acid,glutamic acid,0
2-azaniumyl-4-methylselanylbutanoate,selenomethionine,Selenomethionine,0
"2-carbamimidoyl-1,1-dimethylguanidine",metformin,metformin,0
2-deoxy-2(f-18)fluoro-2-d-glucose,fludeoxyglucose f-18,fludeoxyglucose f-18,0
2-deoxy-2-(18f)fluoro-alpha-d-glucopyranose,fludeoxyglucose f-18,fludeoxyglucose f-18,0
2-deoxy-2-(18f)fluoro-d-glucose,fludeoxyglucose f-18,fludeoxyglucose f-18,0
2-deoxy-2-(18f)fluoroglucose,fludeoxyglucose f-18,fludeoxyglucose f-18,0
2-deoxy-2-(fluoro-18f)-d-glucose,fludeoxyglucose f-18,fludeoxyglucose f-18,0
2-deoxy-2-amino-d-glucose hydrochloride,glucosamine hydrochloride,Glucosamine Hydrochloride,0
2-deoxy-2-fluoro-(sup 18)f-alpha-d-glucopyranose,fludeoxyglucose f-18,fludeoxyglucose f-18,0
2-deoxy-2-fluoro-18f-d-glucose,fludeoxyglucose f-18,fludeoxyglucose f-18,0
"2-deoxy-2-fluoro-d-glucose, f-18",fludeoxyglucose f-18,fludeoxyglucose f-18,0
2-f18-fluoro-2-deoxyglucose,fludeoxyglucose f-18,fludeoxyglucose f-18,0
2-fluoro-2-deoxyglucose,fludeoxyglucose f-18,fludeoxyglucose f-18,0
"2-methyl-1,4-naphthodione",menadione,menadione,0
"2-methyl-1,4-naphthoquinone",menadione,menadione,0
2-methylnaphthoquinone,menadione,menadione,0
2-mt 63,...,...,0
"2-piperidinecarboxamide, 1-butyl-n-(2,6-dimethylphenyl)-",bupivacaine liposome,bupivacaine liposome,0
"2-piperidinecarboxamide, 1-butyl-n-(2,6-dimethylphenyl)-, (+-)-",bupivacaine liposome,bupivacaine liposome,0
20-car vector-transduced t cells,...,...,0
200-006-5,cortisone acetate,cortisone acetate,0
200-035-3,clomiphene citrate,clomiphene citrate,0
200-638-1,glucosamine hydrochloride,Glucosamine Hydrochloride,0
200-741-1,toluenesulfonamide,toluenesulfonamide,0
203546olmf,methoxyamine,Methoxyamine,0
"21-(acetyloxy)-17-hydroxypregn-4-ene-3,11,20-trione",cortisone acetate,cortisone acetate,0
"21-acetoxy-17α-hydroxy-3,11,20-triketopregnene-4",cortisone acetate,cortisone acetate,0
"21-acetoxy-17α-hydroxypregn-4-ene-3,11,20-trione",cortisone acetate,cortisone acetate,0
"21-acetoxy-4-pregnen-17a-ol-3,11,20-trione",cortisone acetate,cortisone acetate,0
21.15.gpc3-car t cells,...,...,1
211-517-8,metformin,metformin,0
215-977-0,selenomethionine,Selenomethionine,0
2180-92-9,bupivacaine liposome,bupivacaine liposome,0
21capecitabine,trastuzumab-qyyp,trastuzumab-qyyp,1
22 car t cells,n/a,N/A,0
22 car-t cells,...,...,0
22 gbq 177lu-dotatate,lutetium lu 177 dotatate,lutetium lu 177 dotatate,0
222-830-4,mebeverine,mebeverine,0
222727-39-1,fluorocholine,Fluorocholine,0
231-153-3,activated charcoal,Activated Charcoal,0
2447131-70-4,lutetium lu 177 jh020002,Lutetium Lu 177 JH020002,0
251-553-1,gonadorelin,gonadorelin,0
253gqw851q,tlc178,TLC178,0
2578-28-1,selenomethionine,Selenomethionine,0
293736-67-1,rta 744,RTA 744,0
29f.1a12,"varies, see alternative names","Varies, see alternative names",0
2c598205qx,fluorodopa,fluorodopa,0
3 (cytarabine,cytarabine liposome,cytarabine liposome,2
3 cycles chemotherapy,...,...,0
3 cycles chemotherapy instead of 6 cycles chemotherapy,not applicable,Not applicable,0
3 cycles of ai,...,...,0
3 cycles of pembrolizumab,pembrolizumab and berahyaluronidase alfa-pmph,pembrolizumab and berahyaluronidase alfa-pmph,1
3 weeks conventional everolimus dosing,trastuzumab-qyyp,trastuzumab-qyyp,1
3 weeks dose induction of everolimus,trastuzumab-qyyp,trastuzumab-qyyp,1
"3',4'-didehydro-4'-deoxy-8'-norvincaleukoblastine l-(+)-tartrate (1:2) (salt)",tlc178,TLC178,0
"3',6'-dihydroxyspiro(isobenzofuran-1(3h),9'-(9h)xanthen)-3-one, disodium salt",fluorescein sodium,fluorescein sodium,0
"3,4-dihydroxy-6-[18f]fluorophenylalanine",fluorodopa,fluorodopa,0
"3,4-dimethoxybenzoic acid 4-(ethyl-(2-(4-methoxyphenyl)-1-methyl-ethyl)amino)butyl ester",mebeverine,mebeverine,0
"3,4-dimethoxybenzoic acid 4-[ethyl-[2-(4-methoxyphenyl)-1-methyl-ethyl]amino]butyl ester",mebeverine,mebeverine,0
"3,5-diacetamido-2,4,6-triiodobenzoic acid",diatrizoate,diatrizoate,0
"3-(2-fluoro-(18)f-4,5-dihydroxyphenyl)-l-alanine",fluorodopa,fluorodopa,0
"3-(2-fluoro-(sup 18)f-4,5-dihydroxyphenyl)-l-alanine",fluorodopa,fluorodopa,0
"3-(diaminomethylidene)-1,1-dimethylguanidine",metformin,metformin,0
3-4 cycles of tislelizumab,trastuzumab-qyyp,trastuzumab-qyyp,1
3-c,cefixime,cefixime,0
3-dioxygenase 1 inhibitor,...,...,0
3-mage-3-his fusion protein,...,...,0
"3-methyl-1,4-naphthoquinone",menadione,menadione,0
3-methyladenine (3-ma),...,...,0
3-typ,...,...,0
3-weekly paclitaxel,trastuzumab-qyyp,trastuzumab-qyyp,1
31645-39-3,zio-201-t,ZIO-201-T,0
3211-76-5,l-selenomethionine,L-selenomethionine,0
33069-62-4,trastuzumab-qyyp,trastuzumab-qyyp,0
33515-09-2,gonadorelin,gonadorelin,0
3625-06-7,mebeverine,mebeverine,0
38396-39-3,bupivacaine liposome,bupivacaine liposome,0
3934ef02t7,[18f]-dcfpyl ligand,[18F]-DCFPyl Ligand,0
3kx376gy7l,glutamic acid,glutamic acid,0
3l5tq84570,meclizine,Meclizine,0
